Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
6/03/2021 2:17:14 a. m.,"438","24,9","60","902"
6/03/2021 2:18:14 a. m.,"438","24,9","60","902"
6/03/2021 2:19:14 a. m.,"442","24,9","60","902"
6/03/2021 2:20:14 a. m.,"436","24,9","60","902"
6/03/2021 2:21:14 a. m.,"447","24,9","60","902"
6/03/2021 2:22:14 a. m.,"432","24,9","60","902"
6/03/2021 2:23:14 a. m.,"444","24,9","60","902"
6/03/2021 2:24:14 a. m.,"448","24,8","60","902"
6/03/2021 2:25:14 a. m.,"439","24,9","60","902"
6/03/2021 2:26:14 a. m.,"442","24,9","60","902"
6/03/2021 2:27:14 a. m.,"434","24,8","60","902"
6/03/2021 2:28:14 a. m.,"445","24,8","60","902"
6/03/2021 2:29:14 a. m.,"427","24,8","60","902"
6/03/2021 2:30:14 a. m.,"448","24,8","60","902"
6/03/2021 2:31:14 a. m.,"429","24,8","60","902"
6/03/2021 2:32:14 a. m.,"435","24,8","60","902"
6/03/2021 2:33:14 a. m.,"434","24,8","60","902"
6/03/2021 2:34:14 a. m.,"436","24,8","60","902"
6/03/2021 2:35:14 a. m.,"444","24,8","60","902"
6/03/2021 2:36:14 a. m.,"428","24,8","60","902"
6/03/2021 2:37:14 a. m.,"450","24,8","60","902"
6/03/2021 2:38:14 a. m.,"432","24,8","60","902"
6/03/2021 2:39:14 a. m.,"439","24,8","60","902"
6/03/2021 2:40:14 a. m.,"430","24,8","60","902"
6/03/2021 2:41:14 a. m.,"434","24,7","60","902"
6/03/2021 2:42:14 a. m.,"438","24,7","60","902"
6/03/2021 2:43:14 a. m.,"438","24,6","60","902"
6/03/2021 2:44:14 a. m.,"460","24,6","60","902"
6/03/2021 2:45:14 a. m.,"430","24,6","60","902"
6/03/2021 2:46:14 a. m.,"438","24,6","60","902"
6/03/2021 2:47:14 a. m.,"433","24,6","60","902"
6/03/2021 2:48:14 a. m.,"444","24,6","60","902"
6/03/2021 2:49:14 a. m.,"427","24,6","60","902"
6/03/2021 2:50:14 a. m.,"435","24,6","60","902"
6/03/2021 2:51:14 a. m.,"424","24,5","60","902"
6/03/2021 2:52:14 a. m.,"451","24,5","60","902"
6/03/2021 2:53:14 a. m.,"432","24,5","60","902"
6/03/2021 2:54:14 a. m.,"444","24,5","60","902"
6/03/2021 2:55:14 a. m.,"434","24,5","60","902"
6/03/2021 2:56:14 a. m.,"432","24,5","60","902"
6/03/2021 2:57:14 a. m.,"430","24,5","60","902"
6/03/2021 2:58:14 a. m.,"429","24,5","60","902"
6/03/2021 2:59:14 a. m.,"428","24,5","60","902"
6/03/2021 3:00:14 a. m.,"440","24,5","60","902"
6/03/2021 3:01:14 a. m.,"416","24,4","60","902"
6/03/2021 3:02:14 a. m.,"428","24,4","60","902"
6/03/2021 3:03:14 a. m.,"441","24,4","61","902"
6/03/2021 3:04:14 a. m.,"444","24,4","61","902"
6/03/2021 3:05:14 a. m.,"451","24,4","61","902"
6/03/2021 3:06:14 a. m.,"430","24,3","61","902"
6/03/2021 3:07:14 a. m.,"440","24,3","61","902"
6/03/2021 3:08:14 a. m.,"442","24,3","61","902"
6/03/2021 3:09:14 a. m.,"432","24,2","61","902"
6/03/2021 3:10:14 a. m.,"430","24,2","61","902"
6/03/2021 3:11:14 a. m.,"441","24,2","61","902"
6/03/2021 3:12:14 a. m.,"429","24,2","61","902"
6/03/2021 3:13:14 a. m.,"416","24,2","61","902"
6/03/2021 3:14:14 a. m.,"427","24,2","61","902"
6/03/2021 3:15:14 a. m.,"440","24,2","61","902"
6/03/2021 3:16:14 a. m.,"435","24,1","61","902"
6/03/2021 3:17:14 a. m.,"446","24,1","61","902"
6/03/2021 3:18:14 a. m.,"429","24,1","61","902"
6/03/2021 3:19:14 a. m.,"426","24,1","61","902"
6/03/2021 3:20:14 a. m.,"436","24,1","61","902"
6/03/2021 3:21:14 a. m.,"421","24,1","61","902"
6/03/2021 3:22:14 a. m.,"441","24,1","61","902"
6/03/2021 3:23:14 a. m.,"428","24,1","61","902"
6/03/2021 3:24:14 a. m.,"435","24,0","61","902"
6/03/2021 3:25:14 a. m.,"427","24,0","61","902"
6/03/2021 3:26:14 a. m.,"428","24,0","61","902"
6/03/2021 3:27:14 a. m.,"428","24,0","61","902"
6/03/2021 3:28:14 a. m.,"426","24,0","61","902"
6/03/2021 3:29:14 a. m.,"429","24,0","61","902"
6/03/2021 3:30:14 a. m.,"437","24,0","61","902"
6/03/2021 3:31:14 a. m.,"422","23,9","61","902"
6/03/2021 3:32:14 a. m.,"431","23,9","61","902"
6/03/2021 3:33:14 a. m.,"434","23,9","61","902"
6/03/2021 3:34:14 a. m.,"426","23,9","61","902"
6/03/2021 3:35:14 a. m.,"427","23,9","61","902"
6/03/2021 3:36:14 a. m.,"426","23,9","61","902"
6/03/2021 3:37:14 a. m.,"415","23,9","61","902"
6/03/2021 3:38:14 a. m.,"440","23,8","61","902"
6/03/2021 3:39:14 a. m.,"435","23,8","61","902"
6/03/2021 3:40:14 a. m.,"422","23,8","61","902"
6/03/2021 3:41:14 a. m.,"427","23,8","61","902"
6/03/2021 3:42:14 a. m.,"430","23,8","61","902"
6/03/2021 3:43:14 a. m.,"433","23,8","61","902"
6/03/2021 3:44:14 a. m.,"430","23,8","61","902"
6/03/2021 3:45:14 a. m.,"438","23,7","61","902"
6/03/2021 3:46:14 a. m.,"430","23,7","61","902"
6/03/2021 3:47:14 a. m.,"414","23,7","61","902"
6/03/2021 3:48:14 a. m.,"436","23,7","61","902"
6/03/2021 3:49:14 a. m.,"424","23,6","61","902"
6/03/2021 3:50:14 a. m.,"438","23,6","61","902"
6/03/2021 3:51:14 a. m.,"420","23,6","61","902"
6/03/2021 3:52:14 a. m.,"439","23,6","61","902"
6/03/2021 3:53:14 a. m.,"444","23,6","61","902"
6/03/2021 3:54:14 a. m.,"427","23,6","61","902"
6/03/2021 3:55:14 a. m.,"429","23,6","61","902"
6/03/2021 3:56:14 a. m.,"425","23,5","61","902"
6/03/2021 3:57:14 a. m.,"433","23,5","61","902"
6/03/2021 3:58:14 a. m.,"421","23,5","61","902"
6/03/2021 3:59:14 a. m.,"426","23,5","61","902"
6/03/2021 4:00:14 a. m.,"427","23,5","61","902"
6/03/2021 4:01:14 a. m.,"440","23,5","61","902"
6/03/2021 4:02:14 a. m.,"429","23,5","61","902"
6/03/2021 4:03:14 a. m.,"422","23,5","61","902"
6/03/2021 4:04:14 a. m.,"416","23,5","62","902"
6/03/2021 4:05:14 a. m.,"423","23,5","62","902"
6/03/2021 4:06:14 a. m.,"429","23,5","62","902"
6/03/2021 4:07:14 a. m.,"430","23,5","62","902"
6/03/2021 4:08:14 a. m.,"428","23,5","62","902"
6/03/2021 4:09:14 a. m.,"428","23,5","62","902"
6/03/2021 4:10:14 a. m.,"433","23,5","62","902"
6/03/2021 4:11:14 a. m.,"431","23,5","62","902"
6/03/2021 4:12:14 a. m.,"438","23,4","62","902"
6/03/2021 4:13:14 a. m.,"417","23,4","62","902"
6/03/2021 4:14:14 a. m.,"427","23,4","62","902"
6/03/2021 4:15:14 a. m.,"442","23,4","62","902"
6/03/2021 4:16:14 a. m.,"432","23,4","62","902"
6/03/2021 4:17:14 a. m.,"427","23,4","62","902"
6/03/2021 4:18:14 a. m.,"411","23,4","62","902"
6/03/2021 4:19:14 a. m.,"436","23,4","62","902"
6/03/2021 4:20:14 a. m.,"428","23,3","62","902"
6/03/2021 4:21:14 a. m.,"429","23,4","62","902"
6/03/2021 4:22:14 a. m.,"432","23,4","62","902"
6/03/2021 4:23:14 a. m.,"426","23,3","62","902"
6/03/2021 4:24:14 a. m.,"426","23,3","62","902"
6/03/2021 4:25:14 a. m.,"438","23,3","62","902"
6/03/2021 4:26:14 a. m.,"432","23,3","62","902"
6/03/2021 4:27:14 a. m.,"440","23,2","62","902"
6/03/2021 4:28:14 a. m.,"430","23,2","62","902"
6/03/2021 4:29:14 a. m.,"445","23,2","62","902"
6/03/2021 4:30:14 a. m.,"439","23,2","62","902"
6/03/2021 4:31:14 a. m.,"444","23,2","62","902"
6/03/2021 4:32:14 a. m.,"440","23,2","62","902"
6/03/2021 4:33:14 a. m.,"436","23,2","62","902"
6/03/2021 4:34:14 a. m.,"444","23,2","62","902"
6/03/2021 4:35:14 a. m.,"433","23,2","62","902"
6/03/2021 4:36:14 a. m.,"415","23,2","62","902"
6/03/2021 4:37:14 a. m.,"448","23,2","62","902"
6/03/2021 4:38:14 a. m.,"448","23,1","62","902"
6/03/2021 4:39:14 a. m.,"452","23,1","62","902"
6/03/2021 4:40:14 a. m.,"436","23,1","62","902"
6/03/2021 4:41:14 a. m.,"433","23,1","62","902"
6/03/2021 4:42:14 a. m.,"440","23,1","62","902"
6/03/2021 4:43:14 a. m.,"454","23,1","62","902"
6/03/2021 4:44:14 a. m.,"438","23,1","62","902"
6/03/2021 4:45:14 a. m.,"436","23,1","62","902"
6/03/2021 4:46:14 a. m.,"434","23,1","62","902"
6/03/2021 4:47:14 a. m.,"429","23,1","62","902"
6/03/2021 4:48:14 a. m.,"431","23,1","62","902"
6/03/2021 4:49:14 a. m.,"430","23,1","62","902"
6/03/2021 4:50:14 a. m.,"419","23,0","62","902"
6/03/2021 4:51:14 a. m.,"415","23,0","62","902"
6/03/2021 4:52:14 a. m.,"434","23,0","62","902"
6/03/2021 4:53:14 a. m.,"442","23,0","62","902"
6/03/2021 4:54:14 a. m.,"436","23,0","62","902"
6/03/2021 4:55:14 a. m.,"421","23,0","62","902"
6/03/2021 4:56:14 a. m.,"430","23,0","62","902"
6/03/2021 4:57:14 a. m.,"442","23,0","62","902"
6/03/2021 4:58:14 a. m.,"446","23,0","62","902"
6/03/2021 4:59:14 a. m.,"433","23,0","62","902"
6/03/2021 5:00:14 a. m.,"436","23,0","62","902"
6/03/2021 5:01:14 a. m.,"448","23,0","62","902"
6/03/2021 5:02:14 a. m.,"437","23,0","62","902"
6/03/2021 5:03:14 a. m.,"430","23,0","62","902"
6/03/2021 5:04:14 a. m.,"434","23,0","62","902"
6/03/2021 5:05:14 a. m.,"427","23,0","62","902"
6/03/2021 5:06:14 a. m.,"437","23,0","62","902"
6/03/2021 5:07:14 a. m.,"443","23,0","62","902"
6/03/2021 5:08:14 a. m.,"431","23,0","62","902"
6/03/2021 5:09:14 a. m.,"424","23,0","62","902"
6/03/2021 5:10:14 a. m.,"449","23,0","62","902"
6/03/2021 5:11:14 a. m.,"436","22,9","62","902"
6/03/2021 5:12:14 a. m.,"437","23,0","62","902"
6/03/2021 5:13:14 a. m.,"448","22,9","62","902"
6/03/2021 5:14:14 a. m.,"440","22,9","62","902"
6/03/2021 5:15:14 a. m.,"434","22,9","62","902"
6/03/2021 5:16:14 a. m.,"428","22,9","62","902"
6/03/2021 5:17:14 a. m.,"442","22,9","62","902"
6/03/2021 5:18:14 a. m.,"439","22,9","62","902"
6/03/2021 5:19:14 a. m.,"446","22,9","62","902"
6/03/2021 5:20:14 a. m.,"439","22,9","62","902"
6/03/2021 5:21:14 a. m.,"453","22,9","62","902"
6/03/2021 5:22:14 a. m.,"449","22,9","62","902"
6/03/2021 5:23:14 a. m.,"431","22,8","62","902"
6/03/2021 5:24:14 a. m.,"435","22,8","63","902"
6/03/2021 5:25:14 a. m.,"438","22,8","63","902"
6/03/2021 5:26:14 a. m.,"434","22,8","63","902"
6/03/2021 5:27:14 a. m.,"446","22,8","63","902"
6/03/2021 5:28:14 a. m.,"441","22,8","63","902"
6/03/2021 5:29:14 a. m.,"434","22,8","63","902"
6/03/2021 5:30:14 a. m.,"438","22,8","63","902"
6/03/2021 5:31:14 a. m.,"432","22,8","63","902"
6/03/2021 5:32:14 a. m.,"447","22,8","63","902"
6/03/2021 5:33:14 a. m.,"441","22,8","63","902"
6/03/2021 5:34:14 a. m.,"442","22,8","63","902"
6/03/2021 5:35:14 a. m.,"449","22,7","63","902"
6/03/2021 5:36:14 a. m.,"450","22,7","63","902"
6/03/2021 5:37:14 a. m.,"427","22,7","63","902"
6/03/2021 5:38:14 a. m.,"442","22,7","63","902"
6/03/2021 5:39:14 a. m.,"445","22,7","63","902"
6/03/2021 5:40:14 a. m.,"441","22,7","63","902"
6/03/2021 5:41:14 a. m.,"433","22,7","63","902"
6/03/2021 5:42:14 a. m.,"443","22,7","63","902"
6/03/2021 5:43:14 a. m.,"437","22,6","63","902"
6/03/2021 5:44:14 a. m.,"443","22,7","63","902"
6/03/2021 5:45:14 a. m.,"436","22,6","63","903"
6/03/2021 5:46:14 a. m.,"432","22,6","63","903"
6/03/2021 5:47:14 a. m.,"435","22,6","63","903"
6/03/2021 5:48:14 a. m.,"439","22,6","63","903"
6/03/2021 5:49:14 a. m.,"443","22,6","63","903"
6/03/2021 5:50:14 a. m.,"457","22,6","63","903"
6/03/2021 5:51:14 a. m.,"437","22,6","63","903"
6/03/2021 5:52:14 a. m.,"444","22,6","63","903"
6/03/2021 5:53:14 a. m.,"439","22,6","63","903"
6/03/2021 5:54:14 a. m.,"436","22,6","63","903"
6/03/2021 5:55:14 a. m.,"445","22,6","63","903"
6/03/2021 5:56:14 a. m.,"430","22,6","63","903"
6/03/2021 5:57:14 a. m.,"432","22,6","63","903"
6/03/2021 5:58:14 a. m.,"456","22,5","63","903"
6/03/2021 5:59:14 a. m.,"435","22,6","63","903"
6/03/2021 6:00:14 a. m.,"438","22,5","63","903"
6/03/2021 6:01:14 a. m.,"440","22,6","63","903"
6/03/2021 6:02:14 a. m.,"445","22,5","63","903"
6/03/2021 6:03:14 a. m.,"444","22,5","63","903"
6/03/2021 6:04:14 a. m.,"449","22,5","63","903"
6/03/2021 6:05:14 a. m.,"444","22,5","63","903"
6/03/2021 6:06:14 a. m.,"449","22,5","63","903"
6/03/2021 6:07:14 a. m.,"451","22,5","63","903"
6/03/2021 6:08:14 a. m.,"454","22,5","63","903"
6/03/2021 6:09:14 a. m.,"464","22,6","63","903"
6/03/2021 6:10:14 a. m.,"456","22,5","64","903"
6/03/2021 6:11:14 a. m.,"439","22,5","63","903"
6/03/2021 6:12:14 a. m.,"455","22,5","64","903"
6/03/2021 6:13:14 a. m.,"452","22,5","64","903"
6/03/2021 6:14:14 a. m.,"452","22,5","64","903"
6/03/2021 6:15:14 a. m.,"434","22,5","64","903"
6/03/2021 6:16:14 a. m.,"428","22,5","64","903"
6/03/2021 6:17:14 a. m.,"437","22,5","64","903"
6/03/2021 6:18:14 a. m.,"453","22,5","64","903"
6/03/2021 6:19:14 a. m.,"434","22,5","64","903"
6/03/2021 6:20:14 a. m.,"451","22,5","64","903"
6/03/2021 6:21:14 a. m.,"434","22,5","64","903"
6/03/2021 6:22:14 a. m.,"441","22,5","64","903"
6/03/2021 6:23:14 a. m.,"445","22,5","64","903"
6/03/2021 6:24:14 a. m.,"453","22,5","64","903"
6/03/2021 6:25:14 a. m.,"452","22,5","64","903"
6/03/2021 6:26:14 a. m.,"446","22,5","64","903"
6/03/2021 6:27:14 a. m.,"446","22,5","64","903"
6/03/2021 6:28:14 a. m.,"445","22,5","64","903"
6/03/2021 6:29:14 a. m.,"432","22,5","64","903"
6/03/2021 6:30:14 a. m.,"452","22,5","64","903"
6/03/2021 6:31:14 a. m.,"440","22,5","64","903"
6/03/2021 6:32:14 a. m.,"435","22,5","64","903"
6/03/2021 6:33:14 a. m.,"457","22,5","64","903"
6/03/2021 6:34:14 a. m.,"444","22,5","64","903"
6/03/2021 6:35:14 a. m.,"451","22,5","64","903"
6/03/2021 6:36:14 a. m.,"433","22,5","64","903"
6/03/2021 6:37:14 a. m.,"447","22,5","64","903"
6/03/2021 6:38:14 a. m.,"453","22,5","64","903"
6/03/2021 6:39:14 a. m.,"432","22,5","64","903"
6/03/2021 6:40:14 a. m.,"436","22,5","64","903"
6/03/2021 6:41:14 a. m.,"436","22,5","64","903"
6/03/2021 6:42:14 a. m.,"475","22,6","66","903"
6/03/2021 6:43:14 a. m.,"542","22,6","68","902"
6/03/2021 6:44:14 a. m.,"609","22,8","68","901"
6/03/2021 6:45:14 a. m.,"654","22,8","69","900"
6/03/2021 6:46:14 a. m.,"657","22,9","69","901"
6/03/2021 6:47:14 a. m.,"634","23,0","71","900"
6/03/2021 6:48:14 a. m.,"639","23,1","71","900"
6/03/2021 6:49:14 a. m.,"650","23,4","70","900"
6/03/2021 6:50:14 a. m.,"623","23,6","70","900"
6/03/2021 6:51:14 a. m.,"636","23,8","69","899"
6/03/2021 6:52:14 a. m.,"583","24,0","70","899"
6/03/2021 6:53:14 a. m.,"568","24,1","68","899"
6/03/2021 6:54:14 a. m.,"542","24,2","68","899"
6/03/2021 6:55:14 a. m.,"534","24,3","67","899"
6/03/2021 6:56:14 a. m.,"524","24,4","68","899"
6/03/2021 6:57:14 a. m.,"511","24,4","68","899"
6/03/2021 6:58:14 a. m.,"538","24,4","68","899"
6/03/2021 6:59:14 a. m.,"534","24,3","68","899"
6/03/2021 7:00:14 a. m.,"514","24,4","68","899"
6/03/2021 7:01:14 a. m.,"487","24,4","68","899"
6/03/2021 7:02:14 a. m.,"473","24,4","68","899"
6/03/2021 7:03:14 a. m.,"481","24,4","68","899"
6/03/2021 7:04:14 a. m.,"479","24,4","68","899"
6/03/2021 7:05:14 a. m.,"505","24,3","68","899"
6/03/2021 7:06:14 a. m.,"491","24,2","68","899"
6/03/2021 7:07:14 a. m.,"465","24,3","67","899"
6/03/2021 7:08:14 a. m.,"488","24,2","67","899"
6/03/2021 7:09:14 a. m.,"484","24,2","67","899"
6/03/2021 7:10:14 a. m.,"491","24,2","67","899"
6/03/2021 7:11:14 a. m.,"471","24,2","67","899"
6/03/2021 7:12:14 a. m.,"477","24,1","67","899"
6/03/2021 7:13:14 a. m.,"501","24,1","67","899"
6/03/2021 7:14:14 a. m.,"496","24,1","67","899"
6/03/2021 7:15:14 a. m.,"489","24,1","66","899"
6/03/2021 7:16:14 a. m.,"492","24,1","66","899"
6/03/2021 7:17:14 a. m.,"478","24,1","66","899"
6/03/2021 7:18:14 a. m.,"468","24,1","66","899"
6/03/2021 7:19:14 a. m.,"476","24,1","66","900"
6/03/2021 7:20:14 a. m.,"515","24,1","66","899"
6/03/2021 7:21:14 a. m.,"504","24,1","66","900"
6/03/2021 7:22:14 a. m.,"483","24,1","66","900"
6/03/2021 7:23:14 a. m.,"513","24,1","66","900"
6/03/2021 7:24:14 a. m.,"512","24,1","66","900"
6/03/2021 7:25:14 a. m.,"500","24,1","66","900"
6/03/2021 7:26:14 a. m.,"500","24,1","66","900"
6/03/2021 7:27:14 a. m.,"498","24,2","66","900"
6/03/2021 7:28:14 a. m.,"490","24,2","66","900"
6/03/2021 7:29:14 a. m.,"486","24,2","66","900"
6/03/2021 7:30:14 a. m.,"507","24,2","66","900"
6/03/2021 7:31:14 a. m.,"474","24,2","66","900"
6/03/2021 7:32:14 a. m.,"496","24,2","66","900"
6/03/2021 7:33:14 a. m.,"477","24,2","66","900"
6/03/2021 7:34:14 a. m.,"484","24,2","66","900"
6/03/2021 7:35:14 a. m.,"480","24,2","66","900"
6/03/2021 7:36:14 a. m.,"487","24,3","66","900"
6/03/2021 7:37:14 a. m.,"481","24,3","66","900"
6/03/2021 7:38:14 a. m.,"484","24,4","66","900"
6/03/2021 7:39:14 a. m.,"497","24,4","66","900"
6/03/2021 7:40:14 a. m.,"480","24,5","66","900"
6/03/2021 7:41:14 a. m.,"489","24,5","65","900"
6/03/2021 7:42:14 a. m.,"479","24,5","65","900"
6/03/2021 7:43:14 a. m.,"477","24,5","65","900"
6/03/2021 7:44:14 a. m.,"473","24,5","65","900"
6/03/2021 7:45:14 a. m.,"457","24,5","65","900"
6/03/2021 7:46:14 a. m.,"449","24,5","65","900"
6/03/2021 7:47:14 a. m.,"467","24,5","65","900"
6/03/2021 7:48:14 a. m.,"465","24,5","65","900"
6/03/2021 7:49:14 a. m.,"465","24,5","66","900"
6/03/2021 7:50:14 a. m.,"469","24,5","66","900"
6/03/2021 7:51:14 a. m.,"462","24,5","66","900"
6/03/2021 7:52:14 a. m.,"440","24,5","66","900"
6/03/2021 7:53:14 a. m.,"464","24,5","66","900"
6/03/2021 7:54:14 a. m.,"445","24,5","66","900"
6/03/2021 7:55:14 a. m.,"462","24,5","66","900"
6/03/2021 7:56:14 a. m.,"474","24,5","66","900"
6/03/2021 7:57:14 a. m.,"472","24,5","66","900"
6/03/2021 7:58:14 a. m.,"473","24,5","66","900"
6/03/2021 7:59:14 a. m.,"461","24,6","66","900"
6/03/2021 8:00:14 a. m.,"445","24,6","66","900"
6/03/2021 8:01:14 a. m.,"460","24,6","66","900"
6/03/2021 8:02:14 a. m.,"439","24,7","66","900"
6/03/2021 8:03:14 a. m.,"456","24,6","66","900"
6/03/2021 8:04:14 a. m.,"452","24,7","66","900"
6/03/2021 8:05:14 a. m.,"445","24,7","66","900"
6/03/2021 8:06:14 a. m.,"444","24,6","67","900"
6/03/2021 8:07:14 a. m.,"464","24,7","67","900"
6/03/2021 8:08:14 a. m.,"463","24,7","67","900"
6/03/2021 8:09:14 a. m.,"497","24,6","67","900"
6/03/2021 8:10:14 a. m.,"516","24,7","67","900"
6/03/2021 8:11:14 a. m.,"511","24,7","67","900"
6/03/2021 8:12:14 a. m.,"507","24,8","67","900"
6/03/2021 8:13:14 a. m.,"480","24,8","67","900"
6/03/2021 8:14:14 a. m.,"481","24,8","67","900"
6/03/2021 8:15:14 a. m.,"469","24,8","67","900"
6/03/2021 8:16:14 a. m.,"455","24,8","67","900"
6/03/2021 8:17:14 a. m.,"454","24,8","67","900"
6/03/2021 8:18:14 a. m.,"450","24,8","68","900"
6/03/2021 8:19:14 a. m.,"438","24,8","68","900"
6/03/2021 8:20:14 a. m.,"454","24,8","68","900"
6/03/2021 8:21:14 a. m.,"430","24,7","68","900"
6/03/2021 8:22:14 a. m.,"431","24,6","68","900"
6/03/2021 8:23:14 a. m.,"431","24,6","68","900"
6/03/2021 8:24:14 a. m.,"433","24,6","69","900"
6/03/2021 8:25:14 a. m.,"461","24,5","69","900"
6/03/2021 8:26:14 a. m.,"444","24,5","69","900"
6/03/2021 8:27:14 a. m.,"460","24,5","69","900"
6/03/2021 8:28:14 a. m.,"450","24,5","69","900"
6/03/2021 8:29:14 a. m.,"457","24,4","69","900"
6/03/2021 8:30:14 a. m.,"456","24,4","69","900"
6/03/2021 8:31:14 a. m.,"432","24,4","69","900"
6/03/2021 8:32:14 a. m.,"437","24,4","69","900"
6/03/2021 8:33:14 a. m.,"464","24,4","69","900"
6/03/2021 8:34:14 a. m.,"474","24,4","69","900"
6/03/2021 8:35:14 a. m.,"459","24,5","69","900"
6/03/2021 8:36:14 a. m.,"469","24,5","69","900"
6/03/2021 8:37:14 a. m.,"464","24,5","69","900"
6/03/2021 8:38:14 a. m.,"456","24,5","69","900"
6/03/2021 8:39:14 a. m.,"463","24,5","69","900"
6/03/2021 8:40:14 a. m.,"474","24,5","69","900"
6/03/2021 8:41:14 a. m.,"469","24,5","69","900"
6/03/2021 8:42:14 a. m.,"451","24,5","69","900"
6/03/2021 8:43:14 a. m.,"451","24,5","69","900"
6/03/2021 8:44:14 a. m.,"457","24,5","69","900"
6/03/2021 8:45:14 a. m.,"443","24,4","69","900"
6/03/2021 8:46:14 a. m.,"446","24,4","69","900"
6/03/2021 8:47:14 a. m.,"449","24,4","69","900"
6/03/2021 8:48:14 a. m.,"449","24,4","69","900"
6/03/2021 8:49:14 a. m.,"444","24,4","69","900"
6/03/2021 8:50:14 a. m.,"444","24,4","69","900"
6/03/2021 8:51:14 a. m.,"451","24,4","69","900"
6/03/2021 8:52:14 a. m.,"471","24,4","71","900"
6/03/2021 8:53:14 a. m.,"493","24,5","69","900"
6/03/2021 8:54:14 a. m.,"473","24,5","69","900"
6/03/2021 8:55:14 a. m.,"488","24,5","69","900"
6/03/2021 8:56:14 a. m.,"499","24,5","69","900"
6/03/2021 8:57:14 a. m.,"519","24,5","69","900"
6/03/2021 8:58:14 a. m.,"500","24,5","69","900"
6/03/2021 8:59:14 a. m.,"501","24,5","69","900"
6/03/2021 9:00:14 a. m.,"501","24,5","69","900"
6/03/2021 9:01:14 a. m.,"499","24,5","69","900"
6/03/2021 9:02:14 a. m.,"477","24,6","69","900"
6/03/2021 9:03:14 a. m.,"471","24,6","69","900"
6/03/2021 9:04:14 a. m.,"464","24,6","69","900"
6/03/2021 9:05:14 a. m.,"467","24,6","69","900"
6/03/2021 9:06:14 a. m.,"469","24,6","69","900"
6/03/2021 9:07:14 a. m.,"473","24,6","69","900"
6/03/2021 9:08:14 a. m.,"457","24,6","69","900"
6/03/2021 9:09:14 a. m.,"460","24,6","69","900"
6/03/2021 9:10:14 a. m.,"456","24,6","69","900"
6/03/2021 9:11:14 a. m.,"467","24,7","69","900"
6/03/2021 9:12:14 a. m.,"465","24,7","68","900"
6/03/2021 9:13:14 a. m.,"447","24,7","68","900"
6/03/2021 9:14:14 a. m.,"470","24,8","68","900"
6/03/2021 9:15:14 a. m.,"471","24,8","68","900"
6/03/2021 9:16:14 a. m.,"453","24,8","68","900"
6/03/2021 9:17:14 a. m.,"473","24,8","68","900"
6/03/2021 9:18:14 a. m.,"453","24,8","68","900"
6/03/2021 9:19:14 a. m.,"485","24,9","68","900"
6/03/2021 9:20:14 a. m.,"491","24,9","69","900"
6/03/2021 9:21:14 a. m.,"470","24,9","68","900"
6/03/2021 9:22:14 a. m.,"495","24,9","68","900"
6/03/2021 9:23:14 a. m.,"481","24,9","68","900"
6/03/2021 9:24:14 a. m.,"476","25,0","68","900"
6/03/2021 9:25:14 a. m.,"482","25,0","68","900"
6/03/2021 9:26:14 a. m.,"469","25,0","68","900"
6/03/2021 9:27:14 a. m.,"474","25,0","69","900"
6/03/2021 9:28:14 a. m.,"461","25,0","69","900"
6/03/2021 9:29:14 a. m.,"464","25,0","69","900"
6/03/2021 9:30:14 a. m.,"467","25,0","69","900"
6/03/2021 9:31:14 a. m.,"453","25,0","69","900"
6/03/2021 9:32:14 a. m.,"439","25,0","69","900"
6/03/2021 9:33:14 a. m.,"455","25,0","69","900"
6/03/2021 9:34:14 a. m.,"459","25,0","69","900"
6/03/2021 9:35:14 a. m.,"452","25,0","69","900"
6/03/2021 9:36:14 a. m.,"446","25,0","69","900"
6/03/2021 9:37:14 a. m.,"440","25,0","69","900"
6/03/2021 9:38:14 a. m.,"445","25,0","69","900"
6/03/2021 9:39:14 a. m.,"436","25,0","69","900"
6/03/2021 9:40:14 a. m.,"433","25,0","69","900"
6/03/2021 9:41:14 a. m.,"444","25,0","69","900"
6/03/2021 9:42:14 a. m.,"441","25,0","69","900"
6/03/2021 9:43:14 a. m.,"448","25,0","69","900"
6/03/2021 9:44:14 a. m.,"427","25,0","69","900"
6/03/2021 9:45:14 a. m.,"436","25,0","69","900"
6/03/2021 9:46:14 a. m.,"436","25,0","69","900"
6/03/2021 9:47:14 a. m.,"448","25,0","69","900"
6/03/2021 9:48:14 a. m.,"440","25,0","69","900"
6/03/2021 9:49:14 a. m.,"444","25,0","69","900"
6/03/2021 9:50:14 a. m.,"422","25,0","69","900"
6/03/2021 9:51:14 a. m.,"427","25,0","69","900"
6/03/2021 9:52:14 a. m.,"439","25,0","69","900"
6/03/2021 9:53:14 a. m.,"432","25,0","69","900"
6/03/2021 9:54:14 a. m.,"441","25,0","69","900"
6/03/2021 9:55:14 a. m.,"427","25,0","69","900"
6/03/2021 9:56:14 a. m.,"444","25,0","69","900"
6/03/2021 9:57:14 a. m.,"440","25,0","69","900"
6/03/2021 9:58:14 a. m.,"444","25,0","69","900"
6/03/2021 9:59:14 a. m.,"489","25,0","69","900"
6/03/2021 10:00:14 a. m.,"500","25,0","69","900"
6/03/2021 10:01:14 a. m.,"570","25,1","69","900"
