Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
2/03/2021 10:36:17 p. m.,"499","28,5","58","903"
2/03/2021 10:37:17 p. m.,"462","28,5","58","903"
2/03/2021 10:38:17 p. m.,"493","28,5","58","903"
2/03/2021 10:39:17 p. m.,"494","28,4","58","903"
2/03/2021 10:40:17 p. m.,"482","28,4","58","903"
2/03/2021 10:41:17 p. m.,"494","28,4","58","903"
2/03/2021 10:42:17 p. m.,"476","28,3","58","903"
2/03/2021 10:43:17 p. m.,"480","28,3","58","903"
2/03/2021 10:44:17 p. m.,"488","28,3","58","903"
2/03/2021 10:45:17 p. m.,"476","28,2","58","903"
2/03/2021 10:46:17 p. m.,"498","28,2","58","903"
2/03/2021 10:47:17 p. m.,"475","28,2","58","903"
2/03/2021 10:48:17 p. m.,"484","28,2","58","903"
2/03/2021 10:49:17 p. m.,"481","28,2","58","903"
2/03/2021 10:50:17 p. m.,"482","28,2","58","903"
2/03/2021 10:51:17 p. m.,"480","28,1","58","903"
2/03/2021 10:52:17 p. m.,"455","28,1","58","903"
2/03/2021 10:53:17 p. m.,"475","28,1","57","903"
2/03/2021 10:54:17 p. m.,"474","28,1","58","903"
2/03/2021 10:55:17 p. m.,"483","28,0","58","903"
2/03/2021 10:56:17 p. m.,"501","28,0","57","903"
2/03/2021 10:57:17 p. m.,"470","28,0","57","903"
2/03/2021 10:58:17 p. m.,"463","28,0","58","903"
2/03/2021 10:59:17 p. m.,"472","28,0","58","903"
2/03/2021 11:00:17 p. m.,"498","28,0","58","903"
2/03/2021 11:01:17 p. m.,"466","27,9","58","903"
2/03/2021 11:02:17 p. m.,"464","27,9","58","903"
2/03/2021 11:03:17 p. m.,"489","27,9","58","903"
2/03/2021 11:04:17 p. m.,"468","27,9","58","903"
2/03/2021 11:05:17 p. m.,"471","27,9","58","903"
2/03/2021 11:06:17 p. m.,"482","27,9","58","903"
2/03/2021 11:07:17 p. m.,"487","27,8","58","903"
2/03/2021 11:08:17 p. m.,"460","27,8","58","903"
2/03/2021 11:09:17 p. m.,"472","27,8","57","903"
2/03/2021 11:10:17 p. m.,"464","27,8","58","903"
2/03/2021 11:11:17 p. m.,"471","27,8","58","903"
2/03/2021 11:12:17 p. m.,"452","27,7","57","903"
2/03/2021 11:13:17 p. m.,"453","27,7","57","903"
2/03/2021 11:14:17 p. m.,"474","27,6","57","903"
2/03/2021 11:15:17 p. m.,"475","27,6","57","903"
2/03/2021 11:16:17 p. m.,"446","27,6","57","903"
2/03/2021 11:17:17 p. m.,"471","27,6","57","903"
2/03/2021 11:18:17 p. m.,"464","27,5","58","903"
2/03/2021 11:19:17 p. m.,"462","27,5","57","903"
2/03/2021 11:20:17 p. m.,"451","27,5","57","903"
2/03/2021 11:21:17 p. m.,"476","27,5","57","903"
2/03/2021 11:22:17 p. m.,"486","27,5","57","903"
2/03/2021 11:23:17 p. m.,"455","27,5","57","903"
2/03/2021 11:24:17 p. m.,"463","27,5","57","903"
2/03/2021 11:25:17 p. m.,"467","27,5","58","903"
2/03/2021 11:26:17 p. m.,"458","27,5","57","903"
2/03/2021 11:27:17 p. m.,"475","27,4","57","903"
2/03/2021 11:28:17 p. m.,"461","27,4","57","903"
2/03/2021 11:29:17 p. m.,"471","27,4","57","903"
2/03/2021 11:30:17 p. m.,"444","27,4","57","903"
2/03/2021 11:31:17 p. m.,"457","27,3","57","903"
2/03/2021 11:32:17 p. m.,"446","27,3","57","903"
2/03/2021 11:33:17 p. m.,"461","27,3","57","903"
2/03/2021 11:34:17 p. m.,"451","27,2","57","903"
2/03/2021 11:35:17 p. m.,"456","27,2","57","903"
2/03/2021 11:36:17 p. m.,"447","27,2","57","903"
2/03/2021 11:37:17 p. m.,"462","27,2","57","903"
2/03/2021 11:38:17 p. m.,"463","27,2","57","903"
2/03/2021 11:39:17 p. m.,"467","27,1","57","903"
2/03/2021 11:40:17 p. m.,"452","27,1","57","903"
2/03/2021 11:41:17 p. m.,"459","27,1","57","903"
2/03/2021 11:42:17 p. m.,"459","27,1","57","903"
2/03/2021 11:43:17 p. m.,"457","27,0","57","903"
2/03/2021 11:44:17 p. m.,"462","27,0","57","903"
2/03/2021 11:45:17 p. m.,"463","27,0","57","903"
2/03/2021 11:46:17 p. m.,"458","27,0","57","903"
2/03/2021 11:47:17 p. m.,"467","27,0","57","903"
2/03/2021 11:48:17 p. m.,"464","27,0","57","903"
2/03/2021 11:49:17 p. m.,"451","27,0","57","903"
2/03/2021 11:50:17 p. m.,"461","27,0","57","903"
2/03/2021 11:51:17 p. m.,"447","27,0","57","903"
2/03/2021 11:52:17 p. m.,"441","26,9","57","903"
2/03/2021 11:53:17 p. m.,"450","26,9","57","903"
2/03/2021 11:54:17 p. m.,"455","26,9","57","903"
2/03/2021 11:55:17 p. m.,"443","26,9","57","903"
2/03/2021 11:56:17 p. m.,"445","26,8","57","903"
2/03/2021 11:57:17 p. m.,"455","26,8","57","903"
2/03/2021 11:58:17 p. m.,"462","26,8","57","903"
2/03/2021 11:59:17 p. m.,"440","26,8","57","903"
3/03/2021 12:00:17 a. m.,"431","26,7","57","903"
3/03/2021 12:01:17 a. m.,"454","26,7","57","903"
3/03/2021 12:02:17 a. m.,"450","26,6","57","903"
3/03/2021 12:03:17 a. m.,"455","26,6","57","903"
3/03/2021 12:04:17 a. m.,"445","26,6","57","903"
3/03/2021 12:05:17 a. m.,"436","26,6","57","903"
3/03/2021 12:06:17 a. m.,"426","26,6","57","903"
3/03/2021 12:07:17 a. m.,"453","26,5","57","903"
3/03/2021 12:08:17 a. m.,"451","26,5","57","903"
3/03/2021 12:09:17 a. m.,"434","26,5","57","903"
3/03/2021 12:10:17 a. m.,"434","26,5","57","903"
3/03/2021 12:11:17 a. m.,"449","26,5","57","903"
3/03/2021 12:12:17 a. m.,"443","26,5","57","903"
3/03/2021 12:13:17 a. m.,"440","26,5","57","903"
3/03/2021 12:14:17 a. m.,"428","26,5","57","903"
3/03/2021 12:15:17 a. m.,"448","26,5","57","903"
3/03/2021 12:16:17 a. m.,"432","26,4","57","903"
3/03/2021 12:17:17 a. m.,"452","26,4","57","903"
3/03/2021 12:18:17 a. m.,"457","26,4","57","903"
3/03/2021 12:19:17 a. m.,"445","26,4","57","903"
3/03/2021 12:20:17 a. m.,"445","26,3","57","903"
3/03/2021 12:21:17 a. m.,"446","26,3","57","903"
3/03/2021 12:22:17 a. m.,"439","26,2","57","903"
3/03/2021 12:23:17 a. m.,"418","26,3","57","903"
3/03/2021 12:24:17 a. m.,"433","26,2","57","903"
3/03/2021 12:25:17 a. m.,"438","26,2","57","903"
3/03/2021 12:26:17 a. m.,"453","26,2","57","903"
3/03/2021 12:27:17 a. m.,"453","26,1","57","903"
3/03/2021 12:28:17 a. m.,"427","26,1","57","903"
3/03/2021 12:29:17 a. m.,"451","26,1","57","903"
3/03/2021 12:30:17 a. m.,"430","26,1","57","903"
3/03/2021 12:31:17 a. m.,"436","26,1","57","903"
3/03/2021 12:32:17 a. m.,"430","26,0","57","903"
3/03/2021 12:33:17 a. m.,"447","26,0","57","903"
3/03/2021 12:34:17 a. m.,"438","26,0","57","903"
3/03/2021 12:35:17 a. m.,"437","26,0","57","903"
3/03/2021 12:36:17 a. m.,"441","26,0","57","903"
3/03/2021 12:37:17 a. m.,"427","26,0","57","903"
3/03/2021 12:38:17 a. m.,"438","26,0","57","903"
3/03/2021 12:39:17 a. m.,"450","25,9","57","903"
3/03/2021 12:40:17 a. m.,"449","25,9","57","903"
3/03/2021 12:41:17 a. m.,"435","25,9","57","903"
3/03/2021 12:42:17 a. m.,"437","25,9","57","903"
3/03/2021 12:43:17 a. m.,"432","25,9","57","903"
3/03/2021 12:44:17 a. m.,"431","25,8","57","903"
3/03/2021 12:45:17 a. m.,"435","25,8","57","903"
3/03/2021 12:46:17 a. m.,"443","25,8","57","903"
3/03/2021 12:47:17 a. m.,"424","25,8","57","903"
3/03/2021 12:48:17 a. m.,"439","25,8","57","903"
3/03/2021 12:49:17 a. m.,"435","25,8","57","903"
3/03/2021 12:50:17 a. m.,"421","25,8","57","903"
3/03/2021 12:51:17 a. m.,"424","25,7","57","903"
3/03/2021 12:52:17 a. m.,"436","25,6","57","903"
3/03/2021 12:53:17 a. m.,"426","25,6","57","903"
3/03/2021 12:54:17 a. m.,"415","25,6","57","903"
3/03/2021 12:55:17 a. m.,"427","25,6","57","902"
3/03/2021 12:56:17 a. m.,"420","25,6","57","902"
3/03/2021 12:57:17 a. m.,"414","25,5","57","902"
3/03/2021 12:58:17 a. m.,"429","25,5","57","902"
3/03/2021 12:59:17 a. m.,"444","25,5","57","902"
3/03/2021 1:00:17 a. m.,"433","25,5","57","902"
3/03/2021 1:01:17 a. m.,"421","25,5","57","902"
3/03/2021 1:02:17 a. m.,"435","25,5","57","902"
3/03/2021 1:03:17 a. m.,"436","25,5","57","902"
3/03/2021 1:04:17 a. m.,"432","25,5","57","902"
3/03/2021 1:05:17 a. m.,"424","25,4","57","902"
3/03/2021 1:06:17 a. m.,"418","25,4","57","902"
3/03/2021 1:07:17 a. m.,"421","25,4","57","902"
3/03/2021 1:08:17 a. m.,"432","25,4","57","902"
3/03/2021 1:09:17 a. m.,"410","25,4","57","902"
3/03/2021 1:10:17 a. m.,"427","25,4","57","902"
3/03/2021 1:11:17 a. m.,"425","25,3","57","902"
3/03/2021 1:12:17 a. m.,"435","25,3","57","902"
3/03/2021 1:13:17 a. m.,"408","25,2","57","902"
3/03/2021 1:14:17 a. m.,"417","25,2","57","902"
3/03/2021 1:15:17 a. m.,"432","25,2","57","902"
3/03/2021 1:16:17 a. m.,"424","25,2","57","902"
3/03/2021 1:17:17 a. m.,"422","25,2","57","902"
3/03/2021 1:18:17 a. m.,"420","25,2","57","902"
3/03/2021 1:19:17 a. m.,"423","25,1","57","902"
3/03/2021 1:20:17 a. m.,"414","25,1","57","902"
3/03/2021 1:21:17 a. m.,"429","25,1","57","902"
3/03/2021 1:22:17 a. m.,"432","25,1","57","902"
3/03/2021 1:23:17 a. m.,"425","25,1","57","902"
3/03/2021 1:24:17 a. m.,"426","25,0","57","902"
3/03/2021 1:25:17 a. m.,"429","25,0","57","902"
3/03/2021 1:26:17 a. m.,"419","25,0","57","902"
3/03/2021 1:27:17 a. m.,"423","25,0","57","902"
3/03/2021 1:28:17 a. m.,"424","25,0","57","902"
3/03/2021 1:29:17 a. m.,"418","25,0","57","902"
3/03/2021 1:30:17 a. m.,"404","25,0","57","902"
3/03/2021 1:31:17 a. m.,"423","25,0","57","902"
3/03/2021 1:32:17 a. m.,"422","25,0","57","902"
3/03/2021 1:33:17 a. m.,"413","25,0","57","902"
3/03/2021 1:34:17 a. m.,"418","24,9","57","902"
3/03/2021 1:35:17 a. m.,"407","24,9","57","902"
3/03/2021 1:36:17 a. m.,"406","24,9","57","902"
3/03/2021 1:37:17 a. m.,"414","24,9","57","902"
3/03/2021 1:38:17 a. m.,"408","24,9","57","902"
3/03/2021 1:39:17 a. m.,"430","24,9","57","902"
3/03/2021 1:40:17 a. m.,"417","24,8","57","902"
3/03/2021 1:41:17 a. m.,"413","24,8","57","902"
3/03/2021 1:42:17 a. m.,"435","24,8","57","902"
3/03/2021 1:43:17 a. m.,"429","24,8","57","902"
3/03/2021 1:44:17 a. m.,"401","24,8","57","902"
3/03/2021 1:45:17 a. m.,"418","24,8","57","902"
3/03/2021 1:46:17 a. m.,"413","24,8","57","902"
3/03/2021 1:47:17 a. m.,"413","24,7","57","902"
3/03/2021 1:48:17 a. m.,"405","24,6","57","902"
3/03/2021 1:49:17 a. m.,"423","24,6","57","902"
3/03/2021 1:50:17 a. m.,"413","24,6","57","902"
3/03/2021 1:51:17 a. m.,"412","24,6","57","902"
3/03/2021 1:52:17 a. m.,"424","24,6","57","902"
3/03/2021 1:53:17 a. m.,"415","24,6","57","902"
3/03/2021 1:54:17 a. m.,"423","24,6","57","902"
3/03/2021 1:55:17 a. m.,"424","24,6","57","902"
3/03/2021 1:56:17 a. m.,"409","24,6","57","902"
3/03/2021 1:57:17 a. m.,"435","24,5","57","902"
3/03/2021 1:58:17 a. m.,"429","24,5","57","902"
3/03/2021 1:59:17 a. m.,"410","24,5","57","902"
3/03/2021 2:00:17 a. m.,"401","24,5","57","902"
3/03/2021 2:01:17 a. m.,"412","24,5","57","902"
3/03/2021 2:02:17 a. m.,"412","24,5","57","902"
3/03/2021 2:03:17 a. m.,"405","24,5","57","902"
3/03/2021 2:04:17 a. m.,"427","24,5","57","902"
3/03/2021 2:05:17 a. m.,"412","24,5","57","902"
3/03/2021 2:06:17 a. m.,"410","24,5","57","902"
3/03/2021 2:07:17 a. m.,"427","24,5","57","902"
3/03/2021 2:08:17 a. m.,"425","24,5","57","902"
3/03/2021 2:09:17 a. m.,"405","24,4","57","902"
3/03/2021 2:10:17 a. m.,"401","24,4","57","902"
3/03/2021 2:11:17 a. m.,"423","24,4","57","902"
3/03/2021 2:12:17 a. m.,"418","24,4","57","902"
3/03/2021 2:13:17 a. m.,"400","24,4","57","902"
3/03/2021 2:14:17 a. m.,"405","24,4","57","902"
3/03/2021 2:15:17 a. m.,"407","24,3","57","902"
3/03/2021 2:16:17 a. m.,"415","24,3","57","902"
3/03/2021 2:17:17 a. m.,"413","24,3","57","902"
3/03/2021 2:18:17 a. m.,"391","24,3","57","902"
3/03/2021 2:19:17 a. m.,"418","24,3","57","902"
3/03/2021 2:20:17 a. m.,"405","24,2","57","902"
3/03/2021 2:21:17 a. m.,"412","24,3","57","902"
3/03/2021 2:22:17 a. m.,"399","24,2","57","902"
3/03/2021 2:23:17 a. m.,"409","24,2","57","902"
3/03/2021 2:24:17 a. m.,"402","24,2","57","902"
3/03/2021 2:25:17 a. m.,"399","24,2","57","902"
3/03/2021 2:26:17 a. m.,"420","24,2","57","902"
3/03/2021 2:27:17 a. m.,"414","24,2","57","902"
3/03/2021 2:28:17 a. m.,"421","24,1","57","902"
3/03/2021 2:29:17 a. m.,"418","24,1","57","902"
3/03/2021 2:30:17 a. m.,"421","24,1","57","902"
3/03/2021 2:31:17 a. m.,"406","24,1","57","902"
3/03/2021 2:32:17 a. m.,"424","24,1","57","902"
3/03/2021 2:33:17 a. m.,"415","24,1","57","902"
3/03/2021 2:34:17 a. m.,"435","24,1","57","902"
3/03/2021 2:35:17 a. m.,"397","24,1","57","902"
3/03/2021 2:36:17 a. m.,"409","24,1","57","902"
3/03/2021 2:37:17 a. m.,"394","24,0","57","902"
3/03/2021 2:38:17 a. m.,"423","24,0","57","902"
3/03/2021 2:39:17 a. m.,"416","24,0","57","902"
3/03/2021 2:40:17 a. m.,"407","24,0","57","902"
3/03/2021 2:41:17 a. m.,"407","24,0","57","902"
3/03/2021 2:42:17 a. m.,"418","24,0","57","902"
3/03/2021 2:43:17 a. m.,"424","24,0","57","902"
3/03/2021 2:44:17 a. m.,"409","24,0","57","902"
3/03/2021 2:45:17 a. m.,"398","24,0","57","902"
3/03/2021 2:46:17 a. m.,"410","24,0","57","902"
3/03/2021 2:47:17 a. m.,"409","23,9","57","902"
3/03/2021 2:48:17 a. m.,"410","23,9","57","902"
3/03/2021 2:49:17 a. m.,"417","23,9","57","902"
3/03/2021 2:50:17 a. m.,"404","23,9","57","902"
3/03/2021 2:51:17 a. m.,"400","23,9","57","902"
3/03/2021 2:52:17 a. m.,"400","23,9","57","902"
3/03/2021 2:53:17 a. m.,"405","23,9","57","902"
3/03/2021 2:54:17 a. m.,"411","23,8","57","902"
3/03/2021 2:55:17 a. m.,"406","23,9","57","902"
3/03/2021 2:56:17 a. m.,"410","23,8","57","902"
3/03/2021 2:57:17 a. m.,"408","23,8","57","902"
3/03/2021 2:58:17 a. m.,"421","23,8","57","902"
3/03/2021 2:59:17 a. m.,"410","23,8","57","902"
3/03/2021 3:00:17 a. m.,"416","23,8","57","902"
3/03/2021 3:01:17 a. m.,"391","23,8","57","902"
3/03/2021 3:02:17 a. m.,"409","23,8","57","902"
3/03/2021 3:03:17 a. m.,"408","23,7","57","902"
3/03/2021 3:04:17 a. m.,"411","23,8","57","902"
3/03/2021 3:05:17 a. m.,"410","23,7","57","902"
3/03/2021 3:06:17 a. m.,"412","23,7","57","902"
3/03/2021 3:07:17 a. m.,"414","23,7","57","902"
3/03/2021 3:08:17 a. m.,"424","23,6","57","902"
3/03/2021 3:09:17 a. m.,"424","23,6","57","902"
3/03/2021 3:10:17 a. m.,"409","23,6","57","902"
3/03/2021 3:11:17 a. m.,"421","23,6","57","902"
3/03/2021 3:12:17 a. m.,"421","23,6","57","902"
3/03/2021 3:13:17 a. m.,"408","23,6","57","902"
3/03/2021 3:14:17 a. m.,"410","23,6","57","902"
3/03/2021 3:15:17 a. m.,"410","23,6","57","902"
3/03/2021 3:16:17 a. m.,"410","23,5","57","902"
3/03/2021 3:17:17 a. m.,"410","23,6","57","902"
3/03/2021 3:18:17 a. m.,"396","23,5","57","902"
3/03/2021 3:19:17 a. m.,"418","23,5","57","902"
3/03/2021 3:20:17 a. m.,"400","23,5","57","902"
3/03/2021 3:21:17 a. m.,"406","23,5","57","902"
3/03/2021 3:22:17 a. m.,"406","23,5","57","902"
3/03/2021 3:23:17 a. m.,"404","23,5","57","902"
3/03/2021 3:24:17 a. m.,"401","23,5","57","902"
3/03/2021 3:25:17 a. m.,"406","23,5","57","902"
3/03/2021 3:26:17 a. m.,"410","23,5","57","902"
3/03/2021 3:27:17 a. m.,"405","23,5","57","902"
3/03/2021 3:28:17 a. m.,"394","23,5","57","902"
3/03/2021 3:29:17 a. m.,"395","23,4","57","902"
3/03/2021 3:30:17 a. m.,"394","23,4","57","902"
3/03/2021 3:31:17 a. m.,"415","23,4","57","902"
3/03/2021 3:32:17 a. m.,"397","23,4","57","902"
3/03/2021 3:33:17 a. m.,"401","23,4","57","902"
3/03/2021 3:34:17 a. m.,"401","23,4","57","902"
3/03/2021 3:35:17 a. m.,"410","23,4","57","902"
3/03/2021 3:36:17 a. m.,"406","23,4","57","902"
3/03/2021 3:37:17 a. m.,"407","23,4","57","902"
3/03/2021 3:38:17 a. m.,"410","23,3","57","902"
3/03/2021 3:39:17 a. m.,"413","23,3","57","902"
3/03/2021 3:40:17 a. m.,"401","23,3","57","902"
3/03/2021 3:41:17 a. m.,"410","23,2","57","902"
3/03/2021 3:42:17 a. m.,"405","23,2","57","902"
3/03/2021 3:43:17 a. m.,"409","23,2","57","902"
3/03/2021 3:44:17 a. m.,"398","23,2","57","902"
3/03/2021 3:45:17 a. m.,"406","23,2","57","902"
3/03/2021 3:46:17 a. m.,"405","23,2","57","902"
3/03/2021 3:47:17 a. m.,"407","23,2","57","902"
3/03/2021 3:48:17 a. m.,"398","23,2","57","902"
3/03/2021 3:49:17 a. m.,"399","23,2","57","902"
3/03/2021 3:50:17 a. m.,"401","23,2","57","902"
3/03/2021 3:51:17 a. m.,"409","23,1","57","902"
3/03/2021 3:52:17 a. m.,"400","23,1","57","902"
3/03/2021 3:53:17 a. m.,"403","23,1","57","902"
3/03/2021 3:54:17 a. m.,"400","23,1","57","902"
3/03/2021 3:55:17 a. m.,"409","23,1","57","902"
3/03/2021 3:56:17 a. m.,"403","23,1","57","902"
3/03/2021 3:57:17 a. m.,"406","23,1","57","902"
3/03/2021 3:58:17 a. m.,"416","23,1","57","902"
3/03/2021 3:59:17 a. m.,"407","23,1","57","902"
3/03/2021 4:00:17 a. m.,"394","23,0","57","902"
3/03/2021 4:01:17 a. m.,"394","23,0","57","902"
3/03/2021 4:02:17 a. m.,"389","23,0","57","902"
3/03/2021 4:03:17 a. m.,"401","23,0","57","902"
3/03/2021 4:04:17 a. m.,"405","23,0","57","902"
3/03/2021 4:05:17 a. m.,"407","23,0","57","902"
3/03/2021 4:06:17 a. m.,"409","23,0","57","902"
3/03/2021 4:07:17 a. m.,"385","23,0","57","902"
3/03/2021 4:08:17 a. m.,"411","23,0","57","902"
3/03/2021 4:09:17 a. m.,"411","23,0","57","902"
3/03/2021 4:10:17 a. m.,"412","23,0","57","902"
3/03/2021 4:11:17 a. m.,"394","23,0","57","902"
3/03/2021 4:12:17 a. m.,"412","23,0","57","902"
3/03/2021 4:13:17 a. m.,"410","22,9","57","902"
3/03/2021 4:14:17 a. m.,"402","23,0","57","902"
3/03/2021 4:15:17 a. m.,"396","22,9","57","902"
3/03/2021 4:16:17 a. m.,"429","22,9","57","902"
3/03/2021 4:17:17 a. m.,"400","22,9","57","902"
3/03/2021 4:18:17 a. m.,"413","22,9","57","902"
3/03/2021 4:19:17 a. m.,"388","22,9","57","902"
3/03/2021 4:20:17 a. m.,"400","22,9","57","902"
3/03/2021 4:21:17 a. m.,"408","22,9","57","902"
3/03/2021 4:22:17 a. m.,"406","22,9","57","902"
3/03/2021 4:23:17 a. m.,"410","22,9","57","902"
3/03/2021 4:24:17 a. m.,"408","22,8","57","902"
3/03/2021 4:25:17 a. m.,"402","22,8","57","902"
3/03/2021 4:26:17 a. m.,"402","22,8","57","902"
3/03/2021 4:27:17 a. m.,"413","22,8","57","902"
3/03/2021 4:28:17 a. m.,"405","22,8","57","902"
3/03/2021 4:29:17 a. m.,"401","22,8","57","902"
3/03/2021 4:30:17 a. m.,"385","22,8","57","902"
3/03/2021 4:31:17 a. m.,"410","22,8","57","902"
3/03/2021 4:32:17 a. m.,"409","22,8","57","902"
3/03/2021 4:33:17 a. m.,"416","22,8","57","902"
3/03/2021 4:34:17 a. m.,"401","22,8","57","902"
3/03/2021 4:35:17 a. m.,"405","22,8","57","902"
3/03/2021 4:36:17 a. m.,"404","22,7","57","902"
3/03/2021 4:37:17 a. m.,"403","22,7","57","902"
3/03/2021 4:38:17 a. m.,"389","22,7","57","902"
3/03/2021 4:39:17 a. m.,"404","22,7","57","902"
3/03/2021 4:40:17 a. m.,"407","22,7","57","902"
3/03/2021 4:41:17 a. m.,"400","22,7","57","902"
3/03/2021 4:42:17 a. m.,"407","22,7","57","902"
3/03/2021 4:43:17 a. m.,"404","22,6","57","902"
3/03/2021 4:44:17 a. m.,"414","22,6","57","902"
3/03/2021 4:45:17 a. m.,"412","22,6","57","902"
3/03/2021 4:46:17 a. m.,"405","22,6","57","902"
3/03/2021 4:47:17 a. m.,"395","22,6","57","902"
3/03/2021 4:48:17 a. m.,"413","22,6","57","902"
3/03/2021 4:49:17 a. m.,"401","22,6","57","902"
3/03/2021 4:50:17 a. m.,"402","22,6","57","902"
3/03/2021 4:51:17 a. m.,"410","22,6","57","902"
3/03/2021 4:52:17 a. m.,"410","22,6","57","902"
3/03/2021 4:53:17 a. m.,"407","22,5","57","902"
3/03/2021 4:54:17 a. m.,"406","22,5","57","902"
3/03/2021 4:55:17 a. m.,"424","22,5","57","902"
3/03/2021 4:56:17 a. m.,"405","22,5","57","902"
3/03/2021 4:57:17 a. m.,"404","22,5","57","902"
3/03/2021 4:58:17 a. m.,"400","22,5","57","902"
3/03/2021 4:59:17 a. m.,"412","22,5","57","902"
3/03/2021 5:00:17 a. m.,"414","22,5","57","902"
3/03/2021 5:01:17 a. m.,"407","22,5","57","902"
3/03/2021 5:02:17 a. m.,"411","22,5","57","902"
3/03/2021 5:03:17 a. m.,"411","22,5","57","902"
3/03/2021 5:04:17 a. m.,"405","22,5","57","902"
3/03/2021 5:05:17 a. m.,"401","22,5","57","902"
3/03/2021 5:06:17 a. m.,"404","22,5","57","902"
3/03/2021 5:07:17 a. m.,"407","22,5","57","902"
3/03/2021 5:08:17 a. m.,"411","22,4","57","902"
3/03/2021 5:09:17 a. m.,"395","22,5","57","902"
3/03/2021 5:10:17 a. m.,"406","22,5","57","902"
3/03/2021 5:11:17 a. m.,"402","22,4","57","903"
3/03/2021 5:12:17 a. m.,"400","22,4","57","903"
3/03/2021 5:13:17 a. m.,"402","22,4","57","903"
3/03/2021 5:14:17 a. m.,"405","22,4","57","903"
3/03/2021 5:15:17 a. m.,"402","22,4","57","903"
3/03/2021 5:16:17 a. m.,"418","22,4","57","903"
3/03/2021 5:17:17 a. m.,"397","22,4","57","903"
3/03/2021 5:18:17 a. m.,"425","22,4","57","903"
3/03/2021 5:19:17 a. m.,"396","22,4","57","903"
3/03/2021 5:20:17 a. m.,"401","22,3","57","903"
3/03/2021 5:21:17 a. m.,"391","22,3","57","903"
3/03/2021 5:22:17 a. m.,"400","22,3","57","903"
3/03/2021 5:23:17 a. m.,"412","22,3","57","903"
3/03/2021 5:24:17 a. m.,"419","22,2","57","903"
3/03/2021 5:25:17 a. m.,"412","22,3","57","903"
3/03/2021 5:26:17 a. m.,"387","22,2","57","903"
3/03/2021 5:27:17 a. m.,"397","22,3","57","903"
3/03/2021 5:28:17 a. m.,"411","22,2","57","903"
3/03/2021 5:29:17 a. m.,"394","22,2","57","903"
3/03/2021 5:30:17 a. m.,"405","22,2","57","903"
3/03/2021 5:31:17 a. m.,"403","22,2","57","903"
3/03/2021 5:32:17 a. m.,"406","22,2","57","903"
3/03/2021 5:33:17 a. m.,"393","22,2","57","903"
3/03/2021 5:34:17 a. m.,"415","22,2","57","903"
3/03/2021 5:35:17 a. m.,"394","22,2","57","903"
3/03/2021 5:36:17 a. m.,"401","22,2","57","903"
3/03/2021 5:37:17 a. m.,"399","22,2","57","903"
3/03/2021 5:38:17 a. m.,"408","22,2","57","903"
3/03/2021 5:39:17 a. m.,"396","22,2","57","903"
3/03/2021 5:40:17 a. m.,"396","22,1","57","903"
3/03/2021 5:41:17 a. m.,"408","22,2","57","903"
3/03/2021 5:42:17 a. m.,"405","22,1","57","903"
3/03/2021 5:43:17 a. m.,"415","22,1","57","903"
3/03/2021 5:44:17 a. m.,"403","22,1","57","903"
3/03/2021 5:45:17 a. m.,"393","22,1","57","903"
3/03/2021 5:46:17 a. m.,"403","22,1","57","903"
3/03/2021 5:47:17 a. m.,"396","22,1","57","903"
3/03/2021 5:48:17 a. m.,"408","22,1","57","903"
3/03/2021 5:49:17 a. m.,"401","22,1","57","903"
3/03/2021 5:50:17 a. m.,"405","22,1","57","903"
3/03/2021 5:51:17 a. m.,"404","22,1","57","903"
3/03/2021 5:52:17 a. m.,"416","22,1","57","903"
3/03/2021 5:53:17 a. m.,"403","22,1","57","903"
3/03/2021 5:54:17 a. m.,"391","22,1","57","903"
3/03/2021 5:55:17 a. m.,"406","22,1","57","903"
3/03/2021 5:56:17 a. m.,"401","22,1","57","903"
3/03/2021 5:57:17 a. m.,"403","22,0","57","903"
3/03/2021 5:58:17 a. m.,"392","22,0","57","903"
3/03/2021 5:59:17 a. m.,"404","22,0","57","903"
3/03/2021 6:00:17 a. m.,"396","22,0","57","903"
3/03/2021 6:01:17 a. m.,"407","22,0","57","903"
3/03/2021 6:02:17 a. m.,"412","22,0","57","903"
3/03/2021 6:03:17 a. m.,"412","22,0","57","903"
3/03/2021 6:04:17 a. m.,"384","22,0","57","903"
3/03/2021 6:05:17 a. m.,"394","22,0","57","903"
3/03/2021 6:06:17 a. m.,"409","22,0","57","903"
3/03/2021 6:07:17 a. m.,"392","22,0","57","903"
3/03/2021 6:08:17 a. m.,"398","22,0","57","903"
3/03/2021 6:09:17 a. m.,"398","22,0","57","903"
3/03/2021 6:10:17 a. m.,"410","22,0","57","903"
3/03/2021 6:11:17 a. m.,"397","22,0","57","903"
3/03/2021 6:12:17 a. m.,"407","22,0","57","903"
3/03/2021 6:13:17 a. m.,"402","22,0","57","903"
3/03/2021 6:14:17 a. m.,"390","22,0","57","903"
3/03/2021 6:15:17 a. m.,"390","22,0","57","903"
3/03/2021 6:16:17 a. m.,"386","22,0","57","903"
3/03/2021 6:17:17 a. m.,"398","22,0","57","903"
3/03/2021 6:18:17 a. m.,"402","22,0","57","903"
3/03/2021 6:19:17 a. m.,"399","21,9","57","903"
3/03/2021 6:20:17 a. m.,"416","22,0","57","903"
